data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#event+id,#country+code,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
5615432,524,NEP6172,6172,9/07/2019,2019,1,Riots,Mob violence,Rioters (Nepal),,5,,,0,50,Southern Asia,Nepal,Central,Narayani,Bara,Bajani,27.1532,84.9683,1,Prateek Daily,National,"On July 9, un unknown group damaged properties, including chairs and tables, belonging to Nera Aadharbhoot School in Parsaunibirta locality of Birganj Metropolitan city (Bara district, Narayani). [size=no report]",0,1563887831,NPL
5554502,854,BFO1860,1860,8/07/2019,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Yagha,Mansila,Mansila,13.165,0.639,2,Whatsapp,Other,"On July 8, suspected JNIM and/or ISGS militants burned five schools in the area of Mansila.",0,1563231569,BFA
5555081,50,BGD16297,16297,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.374,88.6011,1,Daily Star (Bangladesh),National,"On July 8, students of Rajshahi University staged a protest demonstration on campus (Rajshahi city) demanding punishment of a teacher who allegedly sexually harassed two female students of Institute of Education and Research. [size=50]",0,1563283623,BGD
5555122,104,MMR8308,8308,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,South-Eastern Asia,Myanmar,Mandalay,Mandalay,Mandalay,Mandalay,21.9747,96.0836,1,Myanmar Times,National,"On 8 July 2019, in Mandalay City, in Mandalay Region, more than 3,000 people led by a group working for the eradication of child rape staged a protest demanding ""Justice for Victoria"" for a two-year-old girl who was raped at the Wisdom Hill nursery school on May 16. Protesters gathered at the corner of 35th street and 66th street and then marched towards Manawraman Park. [size=more than 3,000]",0,1563283624,MMR
5555123,104,MMR8309,8309,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,South-Eastern Asia,Myanmar,Sagaing,Sagaing,Sagaing,Sagaing,21.8787,95.9796,1,Myanmar Times,National,"On 8 July 2019, in Sagaing City, in Sagaing Region, about 400 people joined a protest to demand ""Justice for Victoria"" for a child who was raped at the Wisdom Hill nursery school on May 16. Protesters marched from City Hall, walked through the Bogyoke Aung San Park and then ended the protest at the City Hall. [size=400]",0,1563283624,MMR
5555277,356,IND57462,57462,8/07/2019,2019,1,Protests,Protest with intervention,Protesters (India),Students (India); Tribal Group (India),6,Police Forces of India (2014-),,1,16,Southern Asia,India,Telangana,Mahabubnagar,Jadcherla,Jadcherla,16.7738,78.1367,1,Hans India,Subnational,"On 8 July, over 190 students from government primary school for Scheduled Tribes (ST) staged a protest in Jadcherla city (Mahabubnagar district, Telangana) demanding the school education department to provide adequate number of teachers in their school. Later the day police came to the site and dispersed the protest. [size=190]",0,1563283624,IND
5555290,356,IND57478,57478,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Meghalaya,East Khasi Hills,Shillong,Shillong,25.5793,91.8942,1,Assam Tribune,National,"On 8 July, teachers of St.Edmund College staged the eight day of protest in Shillong city (East Khasi Hills district, Meghalaya) against oppressive service rules. [size=no report]",0,1563283624,IND
5555305,356,IND57495,57495,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),JRL: Joint Resistance Leadership; Students (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Kashmir Times,Subnational,"On 8 Jul, Kashmir University students staged a protest march at the Zakura campus in Srinagar city (J&K), amid a JRL-led shutdown on the third anniversary HM commander Burhan Wani's death. [size=no report]",0,1563283624,IND
5555319,356,IND57509,57509,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Srinagar,Srinagar North,Srinagar,34.0857,74.8056,1,Greater Kashmir,Subnational,"On 8 Jul, students of the Central University of Kashmir staged a protest at the Press Enclave in Srinagar city (J&K), demanding changes to a recently announced examination timetable. [size=scores]",0,1563283624,IND
5555339,356,IND57529,57529,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,,,0,60,Southern Asia,India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,Chandigarh Tribune,Subnational,"On 8 July, outsourced PWD employees began an indefinite demonstration at the Government Medical College in Amritsar city (Punjab) to demand the payment of salaries for the past four months. [size=no report]",0,1563283624,IND
5555349,356,IND57454,57454,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Muslim Group (India),6,,,0,60,Southern Asia,India,Jharkhand,Ramgarh,Chitarpur,Chitarpur,23.5755,85.651,1,Hindustan Times; Times of India,National,"On 8 July, an unauthorized Muslim protest of more than 500 people against mob lynching took place at the Chitarpur High School in Chitarpur (Ramgarh, Jharkhand). [size= over 500]",0,1563283624,IND
5555351,356,IND57463,57463,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Jharkhand,Hazaribagh,Hazaribagh,Hazaribagh,23.9969,85.3711,1,Pioneer (India),National,"On 8 July, university and college teachers of a university in Hazaribag (Hazaribag, Jharkhand) organized a protest at the university headquarters against a delay in salary payment. [size=no report]",0,1563283624,IND
5555661,360,IDN938,938,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (Indonesia),Students (Indonesia),6,,,0,60,South-Eastern Asia,Indonesia,West Java,Depok,Depok,Depok,-6.3975,106.8119,1,Detik,National,"On July 8, 2019, hundreds of students from the University of Indonesia held a peaceful protest outside the university's rector building in Depok city, West Java province. They opposed the new parking regulations in the campus area. [size=hundreds]",0,1563283624,IDN
5555662,360,IDN939,939,8/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),Students (Indonesia),6,,,0,60,South-Eastern Asia,Indonesia,East Java,Surabaya,Surabaya,Surabaya,-7.2492,112.751,1,Kompas,National,"On July 8, 2019, dozens of students and alumni of Sunan Giri University held a demonstration at their university in Surabaya city, East Java province. They were criticizing the management's decision to fire the university's rector. The demonstrators locked the management office with an iron chain. [size=dozens]",0,1563283624,IDN
5554498,854,BFO1856,1856,7/07/2019,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Pissila,Doundougou,13.3118,-0.7778,1,Whatsapp,Other,"On July 7, suspected JNIM militants burned a school in the village of Doundougou.",0,1563231569,BFA
5554499,854,BFO1857,1857,7/07/2019,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims and/or Islamic State (Greater Sahara),,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Sahel,Yagha,Mansila,Mansila,13.165,0.639,2,Whatsapp,Other,"On July 7, suspected JNIM and/or ISGS militants burned a school in Winde-Sekebe (coded as Mansila at geoprecision 2).",0,1563231569,BFA
5554241,275,PSE5830,5830,7/07/2019,2019,1,Strategic developments,Looting/property destruction,Settlers (Israel),,3,Civilians (Palestine),,7,37,Middle East,Palestine,West Bank,Nablus,,Awarta,32.1611,35.2839,1,Palestine News and Information Agency,National,"Property destruction: On July 7 2019, Israeli Settlers vandalized Palestinian-owned properties in the village of Awarta in the Nablus district. Settlers slashed the tires of several vehicles, and spray-painted racist graffiti on the walls of homes as well as a school.",0,1563229629,PSE
5555075,50,BGD16291,16291,7/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Labour Group (Bangladesh); Adivasi Ethnic Group (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Sylhet,Maulvibazar,Maulvibazar,Maulvibazar,24.4889,91.7708,2,Daily Star (Bangladesh),National,"On July 7, indigenous tea workers launched an ongoing protest and strike in front of Ayeshabagh Tea Garden, Barlekha (Maulvibazar, Sylhet) demanding most basic needs such as safe drinking water, sanitary toilet facilities and schooling for their children. [size=250-300]",0,1563283623,BGD
5555238,356,IND57422,57422,7/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Indo-Asian News Service,National,"On 7 July, students and women staged a protest in front of Rajiv Gandhi University of Knowledge Technologies in Hyderabad city (Telangana) against cases of sexually harassment at the university. [size=no report]",0,1563283624,IND
5555244,356,IND57429,57429,7/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Meghalaya,East Khasi Hills,Shillong,Shillong,25.5793,91.8942,1,Assam Tribune,National,"On 7 July, teachers of St.Edmund College staged the seventh day of protest in Shillong city (East Khasi Hills district, Meghalaya) against oppressive service rules. [size=no report]",0,1563283624,IND
5555719,524,NEP6128,6128,7/07/2019,2019,1,Riots,Mob violence,Rioters (Nepal),ANNFSU: All Nepal National Free Students' Union; ANNISU(R): All Nepal National Free Students' Union (Revolutionary); NSSU: Naya Shakti Student Union; Students (Nepal),5,Civilians (Nepal),Teachers (Nepal),7,57,Southern Asia,Nepal,East,Koshi,Morang,Biratnagar,26.4551,87.2701,1,Nepal Monitor,National,"On July 7, students, including members of ANNFSU, NSSU, and ANNISU(R), vandalized and padlocked the central office and office of the Service Commission of Purbanchal University in Biratnagar Metropolis (Morang district, Koshi). The students were retaliating over vacancy notice published by the PU Service Commission. University's computers, laptops, printers, windowpanes, tables, chairs and shelves were damaged in the incident. [size=no report]",0,1563283624,NPL
5555861,586,PAK51166,51166,7/07/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Balochistan Times,National,"On July 7, government school teachers protested outside Hyderabad Press Club in Hyderabad city (Hyderabad, Sindh) demanding the provincial government to stop the closure of 37 higher secondary schools in Sindh. [size=no report]",0,1563283624,PAK
5615411,104,MMR8360,8360,7/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),ABFSU: All Burma Federation of Student Unions; Students (Myanmar),6,,,0,60,South-Eastern Asia,Myanmar,Yangon,Yangon (West),Kamayut,Kamayut,16.8277,96.1324,1,Radio Free Asia,International,"On 7 July 2019, in Kamayut Township, in Yangon Region, members of All Burma Federation of Student Unions (ABSFU) rallied and marched from Sinyaytwin bus stop to Yangon University to pay respect to the students who died after the violent crackdown on student protests by the military regime in 1962. Two students from Dagon University Union also rallied and marched from Inya Lake to Yangon University that day. [size=no report]",0,1563887831,MMR
5553244,854,BFO1849,1849,6/07/2019,2019,1,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Burkina Faso),,7,27,Western Africa,Burkina Faso,Centre-Nord,Sanmatenga,Barsalogho,Goenega,13.4569,-0.8564,1,L'Observateur Paalga,National,"On July 6, suspected JNIM militants burned a school in Goenega.",0,1563229347,BFA
5549461,50,BGD16282,16282,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Paltan,23.7362,90.4142,1,Daily Observer (Bangladesh),National,"On July 6, students belonging to seven colleges affiliated with Dhaka University staged a protest demonstration outside National Press Club (Paltan, Dhaka) protesting non-fulfillment of their 5-point demands including re-evaluation of papers. [size=no report]",0,1562671722,BGD
5549463,50,BGD16283,16283,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,Daily Observer (Bangladesh),National,"On July 6, Bangladesh Sadharon Chhatra Parishad staged a protest demonstration at Raju Memorial Sculpture in Dhaka University (Shahbagh, Dhaka) demanding extension of age limit to 35 from 30 for entering government jobs. [size=no report]",0,1562671722,BGD
5549466,356,IND57312,57312,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Times of India,National,"On 6 July, hundreds of parents protested at a school in Patia locality in Bhubaneswar (Khordha, Odisha) and gheraoed the school principle for running classes without a certificate from government. [size=hundreds]",0,1562671722,IND
5549469,356,IND57315,57315,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Telangana,Khammam,Khammam,Khammam,17.2476,80.1436,1,Deccan Chronicle,National,"On 6 July, students staged protests in Khammam city (Telangana) against the government's decision of cancelling all post-graduation courses in the SR and BGNR Degree College. [size=no report]",0,1562671722,IND
5549472,356,IND57309,57309,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),6,,,0,60,Southern Asia,India,Karnataka,Bengaluru Urban,Bengaluru,Bengaluru,12.9719,77.5936,1,Deccan Chronicle,National,"On 6 July, led by ABVP, hundreds of students staged a protest in Bengaluru city (Karnataka) against the Bruhat Bengaluru Mahangara Palike's (BBMP) decision to acquire college land for road widening. [size=hundreds]",0,1562671722,IND
5550333,104,MMR8292,8292,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,South-Eastern Asia,Myanmar,Shan,Taunggyi,Taunggyi,Taunggyi,20.7892,97.0378,1,Shan Herald Agency for News,Subnational,"On 6 July 2019, in Taunggyi Township, in Shan State, about 100 people including youth and civil society organizations staged a protest demanding justice for the 2 year old girl who was raped at the Wisdom Hill public primary school. They protested under the banner of 'Justice for Victoria.' Protesters rallied at Bogyoke Park and marched along the main road towards Sulamuni Pagoda. [size=100]",0,1562671723,MMR
5567002,104,MMR8293,8293,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,South-Eastern Asia,Myanmar,Yangon,Yangon (North),Insein,Insein,16.9018,96.096,1,Hinthar Media; VOA,National-International,"On 6 July 2019, in Insein Township, in Yangon Region, about 3000 residents of Yangon staged a protest demanding justice for the 2 year old girl who was raped at the Wisdom Hill public primary school. They protested under the banner of 'Justice for Victoria.' Protesters rallied first at the front of Kyauktawgyi Pagoda in Mingalardon township and then marched to the police Criminal Investigation Department (CID) in Insein township. [size=3000]",0,1563305275,MMR
5555073,50,BGD16289,16289,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Sylhet,Sylhet,Sylhet,Sylhet,24.899,91.872,1,Daily Star (Bangladesh),National,"On July 6, students of Sylhet Nursing College staged a protest demonstration on campus (Sylhet city) to press home a four-point demand, including transformation of their four-year BSc-in-nursing programme to a distinct one. [size=no report]",0,1563283623,BGD
5555074,50,BGD16290,16290,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,1,Daily Star (Bangladesh),National,"On July 6, students of Barisal Nursing College staged a protest demonstration on campus (Barisal city) to press home a four-point demand, including transformation of their four-year BSc-in-nursing programme to a distinct one. [size=300]",0,1563283623,BGD
5555117,104,MMR8303,8303,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Myanmar),,6,,,0,60,South-Eastern Asia,Myanmar,Shan,Taunggyi,Taunggyi,Taunggyi,20.7892,97.0378,1,Eleven Media Group; VOA,National-International,"On 6 July 2019, in Taunggyi Township, in Shan State, more than 100 local youths staged a protest march calling for ""Justice for Victoria"" for a child who was raped at Wisdom Hill nursery school in Nay Pyi Taw. [size=more than 100]",0,1563283624,MMR
5555208,356,IND57393,57393,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Karnataka,Yadgir,Yadgir,Yadgir,16.77,77.1375,1,The Hindu,National,"On 6 July, students from different colleges staged a protest in Yadgir city (Karnataka) urging the State government to set up medical college in the city. [size=no report]",0,1563283624,IND
5555217,356,IND57404,57404,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Meghalaya,East Khasi Hills,Shillong,Shillong,25.5793,91.8942,1,Assam Tribune,National,"On 6 July, teachers of St.Edmund College staged the sixth day of protest in Shillong city (East Khasi Hills district, Meghalaya) against oppressive service rules. [size=no report]",0,1563283624,IND
5555824,586,PAK51129,51129,6/07/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Labour Group (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Hyderabad,Hyderabad,Hyderabad,25.3942,68.3736,1,Daily Regional Times (Pakistan),Subnational,"On July 6, employees of the Mehran University Workers' Association protested outside Hyderabad Press Club in Hyderabad city (Hyderabad, Sindh) demanding allowances, restoration of employees' quota and regularization of contract based employees. [size=no report]",0,1563283624,PAK
5613873,24,ANG3282,3282,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (Angola),Students (Angola),6,,,0,60,Middle Africa,Angola,Luanda,Luanda,Maianga,Luanda,-8.8383,13.2344,1,24 Horas,National,"On Jul 5th, students from the Portuguese School of Luanda held a demonstration in front of the Portuguese embassy to demand greater transparency in the institution's accounts.[Size=50]",0,1563827547,AGO
5546712,324,GUI1129,1129,5/07/2019,2019,1,Riots,Violent demonstration,Rioters (Guinea),Journalists (Guinea); Students (Guinea),5,Military Forces of Guinea (2010-) Gendarmerie,Police Forces of Guinea (2010-),1,15,Western Africa,Guinea,Kankan,Kankan,Kankan-Centre,Kankan,10.3854,-9.3057,1,Kaba Bachir,National,"05 July. Students demonstrated over scholarship funds by building barricades and blocking traffic near Julius Nyerere University in Kankan, with police and gendarme intervening to disperse the demonstration. A journalist was beaten by police forces during the intervention. [size=no report]",0,1562618544,GIN
5549513,356,IND57302,57302,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 5 Jul, family members staged a protest in Jammu city (J&K), accusing doctors at the Government Medical College of negligence resulting in the death of a youth. [size=no report]",0,1562671722,IND
5549565,586,PAK51083,51083,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Students (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Bajaur,Khar,Khar,34.7323,71.5338,1,Dawn (Pakistan),National,"On July 5, students from various schools of Bajaur tribal district held a protest rally from Bajaur Press Club to main chowk in Khar town (Bajaur, KP) against the Board of Intermediate and Secondary Education (BISE), Chakdara, over increase in fees for make up exams. [size=scores]",0,1562671722,PAK
5555193,356,IND57381,57381,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Meghalaya,East Khasi Hills,Shillong,Shillong,25.5793,91.8942,1,Assam Tribune,National,"On 5 July, teachers of St.Edmund College staged the fifth day of protest in Shillong city (East Khasi Hills district, Meghalaya) against oppressive service rules. [size=no report]",0,1563283624,IND
5555199,356,IND57376,57376,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Jharkhand,Dhanbad,Dhanbad,Dhanbad,23.8019,86.4432,1,Hindustan Times,National,"On 5 July, guardians and students of a university in Dhanbad (Dhanbad, Jharkhand) staged a protest at a counselling centre against including names of 'outsiders' (non-Jharkhand students) a in merit list released by the Jharkhand combined Entrance Competitive Examination Board (JCECEB). They demanded implementation of a domicile admission policy for Jharkhand's medical colleges. [size=no report]",0,1563283624,IND
5555683,524,NEP6092,6092,5/07/2019,2019,1,Protests,Peaceful protest,Protesters (Nepal),Students (Nepal),6,,,0,60,Southern Asia,Nepal,West,Gandaki,Kaski,Lekhnath,28.1638,84.0794,1,Himalayan Times,National,"On July 5, students protested by padlocking the administration and account sections of Pokhara University central campus in Lekhnath city (Kaski district, Gandaki). The students were demanding for a retest for those who had missed the initial test. [size=no report]",0,1563283624,NPL
5555685,524,NEP6094,6094,5/07/2019,2019,2,Protests,Peaceful protest,Protesters (Nepal),Teachers (Nepal),6,,,0,60,Southern Asia,Nepal,Central,Narayani,Bara,Kalaiya,27.033,85.0032,1,Janakpur Today,Subnational,"As reported on July 5, employees and teachers protested by staging a rally in Kalaiya city (Bara district, Narayani), against the Nepal government for not increasing salaries of the school employees and teachers. [size=about 600]",0,1563283624,NPL
5546779,466,MLI3027,3027,4/07/2019,2019,1,Battles,Armed clash,Militia (Students),,3,Militia (Students),,3,33,Western Africa,Mali,Bamako,Bamako,Commune V,Badalabougou,12.6235,-7.9838,1,Bamada,National,"On July 4, two student factions clashed with machetes in Badalabougou, leaving one dead and several seriously wounded.",1,1562618544,MLI
5546803,562,NIR947,947,4/07/2019,2019,1,Violence against civilians,Abduction/forced disappearance,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Niger),Women (Niger),7,27,Western Africa,Niger,Diffa,Diffa,Bosso,Bosso,13.6987,13.3095,1,Urgence Diffa,Other,"On July 4, suspected ISWAP/Boko Haram militants abducted a school girl in Bosso.",0,1562618544,NER
5569547,710,SAF11263,11263,4/07/2019,2019,1,Riots,Violent demonstration,Rioters (South Africa),,5,,,0,50,Southern Africa,South Africa,Gauteng,City of Johannesburg,City of Johannesburg,Orlando,-26.2517,27.9262,1,Star (South Africa); eNCA (South Africa); Boksburg advertiser,Subnational-National,"04 July. The roads between Orlando East Mooki street, two Reavaya bus stations, and Orland police station have been barricaded by residents, who are demonstrating against a lack of electricity within the community after a transformer have exploded, with burning tires. The demonstrations started on Tuesday. A school was vandalized during the demonstrations. [size=no report].",0,1563305278,ZAF
5549571,144,SRI3517,3517,4/07/2019,2019,2,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,Southern Asia,Sri Lanka,Southern,Matara,Pitabeddara,Pitabeddara,6.2014,80.4593,1,Hiru News,National,"As reported on July 4, a group of parents of Matara Pitabaddara Maha Vidyalaya school staged a protest against Minister Sagala Rathnayake when he arrived in the school at Pitabaddara locality (Pitabeddara, Matara district). The protesters claimed that the minister failed to appoint a principal to the school despite their continuous request. [size=no report]",0,1562671722,LKA
5549574,356,IND57267,57267,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Daily Excelsior,Subnational,"On 4 Jul, family members staged a protest in Jammu city (J&K), accusing doctors at the Government Medical College of negligence resulting in the death of a youth. [size=no report]",0,1562671722,IND
5549577,144,SRI3518,3518,4/07/2019,2019,2,Protests,Peaceful protest,Protesters (Sri Lanka),,6,,,0,60,Southern Asia,Sri Lanka,Southern,Galle,Akmeemana,Akmeemana,6.0825,80.3019,1,Island (Sri Lanka),National,"As reported on July 4, parents of the students of Manawil Upananda primary school protested against the death of a fellow parent in Akmeemana locality (Akmeemana, Galle district). The protesters were expressing dissatisfaction after a parent was shot by an army while he attempted to enter inside the school to see his sick child. [size=no report]",0,1562671722,LKA
5549583,356,IND57265,57265,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Jammu and Kashmir,Poonch,Surankot,Surankot,33.6271,74.2747,2,Greater Kashmir,Subnational,"On 4 Jul, students of Government High School Morha Bachai staged a protest in the Surankot area (Poonch, J&K), against staff shortages at the school. [size=no report]",0,1562671722,IND
5549588,524,NEP6081,6081,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (Nepal),NSSU: Naya Shakti Student Union; Students (Nepal),6,,,0,60,Southern Asia,Nepal,Central,Bagmati,Kathmandu,Kirtipur,27.6768,85.2842,1,Annapurna Post,National,"On July 4, members of Naya Shakti Students Union protested by padlocking the office of the vice president of the Humanities Department of Tribhuwan University in Kirtipur city (Kathmandu district, Bagmati). The students expressed dissatisfaction over irregularities in the department and demanded action against the guilty. [size=no report]",0,1562671722,NPL
5549590,356,IND57239,57239,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Meghalaya,East Khasi Hills,Shillong,Shillong,25.5793,91.8942,1,Meghalaya Times,Subnational,"On 4 July, teachers of St.Edmund College staged the fourth day of protest in Shillong (East Khasi Hills district, Meghalaya) against oppressive service rules. [size=no report]",0,1562671722,IND
5549592,356,IND57266,57266,4/07/2019,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Civilians (India),Government of India (2014-); Labour Group (India),7,57,Southern Asia,India,Jammu and Kashmir,Kathua,Billawar,Machhedi,32.7055,75.6043,2,Chandigarh Tribune,Subnational,"On 4 Jul, local residents and students locked government officials in Nathi High School in the Macchedi area (Kathua, J&K), during a demonstration against staff shortages at the school. [size=no report]",0,1562671722,IND
5549606,356,IND57238,57238,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Manipur,Thoubal,Thoubal,Thoubal,24.6451,93.9955,1,Sangai Express,Subnational,"On 4 July, members of Chinga Youth Development Organisation (CYDO) staged a sit-in protest in the city of Thoubal (Manipur) accusing the Manipur Creative School authority of ignoring a student who was severely hurt on the head in an incident at the school. [size=no report]",0,1562671722,IND
5549611,356,IND57260,57260,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Punjab,Sangrur,Dhuri,Dhuri,30.3684,75.8679,1,Chandigarh Tribune,Subnational,"On 4 July, family members of a young girl who was raped, demonstrated in front of a private school in Dhuri village (Sangrur, Punjab) to demand the permanent closure of the school. [size=no report]",0,1562671722,IND
5549616,356,IND57223,57223,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (India),SFI: Students Federation of India; Students (India); Women (India),6,,,0,60,Southern Asia,India,Andhra Pradesh,Guntur,Guntur,Guntur,16.2997,80.4572,1,Deccan Chronicle,National,"On 4 July, led by SFI, intermediate girl students staged a protest in Guntur city (Andhra Pradesh) demanding that the government should maintain the midday meal system for junior college students. [size=no report]",0,1562671722,IND
5549652,586,PAK51053,51053,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan); Students (Pakistan),6,,,0,60,Southern Asia,Pakistan,Sindh,Sanghar,Shahdadpur,Wahi Pandhi,25.8943,68.5247,1,Daily Regional Times (Pakistan),Subnational,"On July 4, students and teachers of Government Primary School from Pario Jamali protested in Wahi Pandhi town (Sanghar, Sindh) against SEPCO over unannounced load shedding in Kachho and other areas. [size=no report]",0,1562671722,PAK
5549662,586,PAK51036,51036,4/07/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Health Workers (Pakistan); Students (Pakistan),6,,,0,60,Southern Asia,Pakistan,Punjab,Rawalpindi,Rawalpindi,Rawalpindi,33.6007,73.0679,1,Dawn (Pakistan),National,"On July 4, student nurses protested in front of Benazir Bhutto Hospital (BBH) in Rawalpindi city (Rawalpindi, Punjab) against the nurses' school and hospital administration over lack of facilities at their hostel. [size=more than 100]",0,1562671722,PAK
