data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#event+id,#country+code,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
5134420,368,IRQ20006,20006,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Iraq),Students (Iraq),6,,,0,60,Middle East,Iraq,Sulaymaniyah,Rania,,Rania,36.2551,44.8824,1,NRT News,National,"On Apr 15, dozens of university students protested in the city of Ranya against the suspension of their stipends by the regional government, demanding that the government begin paying their monthly stipend after a five-year halt. The protests began on April 1 and are now entering their third week. [size=dozens]",0,1555976705,IRQ
5134480,400,JOR366,366,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Jordan),Students (Jordan); Teachers (Jordan),6,,,0,60,Middle East,Jordan,Al Karak,Al Mazar al Janubi,,Mu'tah,31.0925,35.6944,1,Al Ghad (Jordan),National,"On April 15 2019, thousands of Jordanians took part in a march in the Mu'tah University in Karak in support of King Abdullah II's stance on Jerusalem and his efforts to safeguard both it's Islamic and Christian holy sites. Students and teachers took part in the march. [size=thousands]",0,1555976706,JOR
5134715,887,YEM30712,30712,15/04/2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.805,42.996,1,Yemen News Agency SABA,National,"On April 15, anti-Houthi forces reportedly fired medium machine guns toward the Engineering College in the north of Hodeidah Red Sea port city, western Yemen, with no report of fatalities nor injuries, for the second consecutive day.",0,1555976706,YEM
5588069,50,BGD14917,14917,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,1,Dhaka Tribune,National,"On April 15, students Barisal University staged a protest demonstration on campus in Barisal city, demanding removal of VC. The protests have been going since March 17 when VC made inappropriate remarks regarding students. [size=no report]",0,1563366745,BGD
5602793,356,IND50601,50601,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),AISA: All India Students Association; Students (India),6,,,0,60,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Hindustan Times,National,"On 15 April, members of the Indian Students' Association demonstrated outside the VC's office on the campus of Panjab University in Chandigarh city (Chandigarh) to press for several demands including e-notice boards and a canteen in the BMS block. [size=no report]",0,1563366776,IND
5602802,356,IND50610,50610,15/04/2019,2019,3,Riots,Mob violence,Rioters (India),BJP: Bharatiya Janata Party,5,Civilians (India),Teachers (India),7,57,Southern Asia,India,Himachal Pradesh,Una,Una,Una,31.4649,76.2691,1,Chandigarh Tribune,Subnational,"In the month of March, a college lecturer was assaulted by BJP workers at Daulatpur Chowk in Una town (Himachal Pradesh). No motive for the attack was reported. [size=no report]",0,1563366776,IND
5602797,356,IND50605,50605,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Punjab,Muktsar,Muktsar,Muktsar,30.4742,74.5166,1,Chandigarh Tribune,Subnational,"On 15 April, a large number of Bhai Maha Singh College students demonstrated in Muktsar city (Punjab) to demand the declaration of their results. [size=large number]",0,1563366776,IND
5602786,356,IND50594,50594,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),TNSF: Telugu Nadu Students Federation; Government of India (2014-); Students (India),6,,,0,60,Southern Asia,India,Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore,Nellore,14.4536,79.9867,1,Deccan Chronicle,National,"On 15 Apr, in Nellore (Nellore, AP), a Mayor and an MLC member, including TNSF workers, staged a protest at the VR College demanding action against a Nellore rural legislator who is allegedly responsible for an attack on a TNSF leader. [size=no report]",0,1563366776,IND
5609798,586,PAK48749,48749,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Barokhel Tribal Group (Pakistan); Students (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0197,71.5822,1,News International (Pakistan),International,"On April 15, elders and students from Barokhel tribe staged a protest outside Peshawar Press Club in Peshawar city (Peshawar, KP), demanding upgradation of a state-run middle school in their area. [size=no report]",0,1563366791,PAK
5609816,586,PAK48767,48767,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Peshawar,Peshawar,Peshawar,34.0197,71.5822,1,Dawn (Pakistan),National,"On April 15, under the banner of All Teachers Grand Alliance, government schoolteachers boycotted their duties and held a protest in Peshawar city (Peshawar, KP), against the Adviser to the Chief Minister on Elementary and Secondary Education over his comments about public sector schoolteachers. [size=no report]",0,1563366791,PAK
5609817,586,PAK48768,48768,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Swat,Babuzai,Mingora,34.7795,72.3626,1,Dawn (Pakistan),National,"On April 15, under the banner of All Teachers Grand Alliance, government schoolteachers boycotted their duties and held a protest rally culminating outside Swat Press Club in Mingora city (Swat, KP), against the Adviser to the Chief Minister on Elementary and Secondary Education over his comments about public sector schoolteachers. [size=no report]",0,1563366791,PAK
5609818,586,PAK48769,48769,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Swabi,Swabi,Swabi,34.1198,72.4698,1,Dawn (Pakistan),National,"On April 15, government schoolteachers boycotted their duties and held a protest rally culminating at Karnal Sher Khan Chowk in Swabi city (Swabi, KP), against the Adviser to the Chief Minister on Elementary and Secondary Education over his comments about public sector schoolteachers. [size=no report]",0,1563366791,PAK
5609819,586,PAK48770,48770,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Teachers (Pakistan),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Lower Dir,Timergara,Timergara,34.8277,71.8416,1,Dawn (Pakistan),National,"On April 15, under the banner of All teachers' Coordination Council, government schoolteachers boycotted their duties and held a protest rally culminating in front of Timergara Press Club in Timergara city (Lower Dir, KP), against the Adviser to the Chief Minister on Elementary and Secondary Education over his comments about public sector schoolteachers. [size=no report]",0,1563366791,PAK
5179316,524,NEP5373,5373,15/04/2019,2019,1,Protests,Peaceful protest,Protesters (Nepal),ANNFSU: All Nepal National Free Students' Union; Students (Nepal),6,,,0,60,Southern Asia,Nepal,Central,Narayani,Chitwan,Bharatpur,27.6768,84.4359,1,Himalayan Times,National,"On April 15, ANNFSU protested by padlocking Rampur-based Agriculture and Forestry University in Bharatpur city (Chitwan district, Narayani), after the varsity suspended six students on the charge of smearing soot on Dean Ojha on April 04 2019. [size=no report]",0,1557838714,NPL
5132686,4,AFG17497,17497,14/04/2019,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Afghanistan),,3,Civilians (Afghanistan),,7,37,Southern Asia,Afghanistan,Farah,Farah,,Farah,32.3745,62.1164,1,Xinhua,International,"On 14-April-2019, unidentified armed militants blew up a girls school in the Tosaak area of Farah city. No injuries or fatalities were reported.",0,1555976703,AFG
5365299,275,PSE5304,5304,14/04/2019,2019,1,Strategic developments,Disrupted weapons use,Settlers (Israel),,3,Military Forces of Israel (2009-),,8,38,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Palestine News and Information Agency; Al Bawaba,National-Regional,"Defusal: On April 14 2019, Israeli Settlers placed explosive devices at the entrance to the Abrahamic School in Hebron city. Israeli forces intervened, evacuated the school and dismantled the bombs.",0,1561470071,PSE
5134301,275,PSE5310,5310,14/04/2019,2019,1,Violence against civilians,Attack,Military Forces of Israel (2009-),,8,Civilians (Palestine),Students (Palestine),7,78,Middle East,Palestine,West Bank,Salfit,,Urif,32.1595,35.2223,1,Yemen News Agency SABA,Regional,"On April 14 2019, Israeli forces attacked the Urif Secondary School, south of Nablus with tear gas canisters and caused dozens of Palestinian students to suffer from tear gas inhalation.",0,1555976705,PSE
5134302,275,PSE5311,5311,14/04/2019,2019,1,Violence against civilians,Attack,Military Forces of Israel (2009-),,8,Civilians (Palestine),Students (Palestine); Teachers (Palestine),7,78,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Press TV,Regional,"On April 14 2019, Israeli forces physically assaulted Palestinian school children on their way to school in Hebron city. Israeli forces also fired tear gas at the parent 's of students trying to protect them in the area. Israeli forces used tear gas and sound grenades near the Tariq bin Zayed School, causing some students and school staff to suffer from tear-gas inhalation.",0,1555976705,PSE
5134513,792,TUR7799,7799,14/04/2019,2019,1,Protests,Peaceful protest,Protesters (Turkey),Students (Turkey),6,,,0,60,Middle East,Turkey,Istanbul,Uskudar,,Uskudar,41.0272,29.0163,1,Cumhuriyet,National,"On April 14, a group of university students staged a protest in Uskudar square, Istanbul city to demand justice regarding the suspicious death of an 11-year-old girl ruled as a suicide, after months of campaigning by her father suggesting that the police may have covered up the involvement of the local mayor's relative in her death. [size=no report]",0,1555976706,TUR
5134693,887,YEM30690,30690,14/04/2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Engineering College,14.805,42.996,1,Al Masirah,National,"On April 14, anti-Houthi forces reportedly fired medium weapons toward the Engineering College in the north of Hodeidah Red Sea port city, western Yemen, with no report of fatalities nor injuries.",0,1555976706,YEM
5588065,50,BGD14913,14913,14/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Savar,Savar,23.8486,90.25,2,Dhaka Tribune,National,"On April 14, students of Jahangirnagar University (Savar) staged a protest demonstration on campus demanding better healthcare facilities following the death of a student due to heart failure. [size=15-20]",0,1563366745,BGD
5588067,50,BGD14915,14915,14/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Tangail,Tangail,Tangail,24.2498,89.9166,2,Dhaka Tribune,National,"On April 14, students of Maulana Bhashani Science and Technology University (MBSTU) formed a human chain on campus (Tangail) demanding justice for Feni's Nusrat Jahan Rafi who was set ablaze for lodging sexual harassment complain against Principal. [size=no report]",0,1563366745,BGD
5632229,804,UKR18802,18802,14/04/2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Ukraine (2014-2019),,1,NAF: United Armed Forces of Novorossiya,Luhansk People's Militia; Civilians (Ukraine),2,12,Europe,Ukraine,Luhansk,Popasniansky,,Zolote-5,48.6719,38.56,2,LPR People's Militia Press Service; OSCE SMM-Ukraine; ITAR-TASS; Lugansk Media Centre,Subnational-Regional,"On 14 April, the Ukrainian Forces fired 82mm mortars at the positions of the Luhansk People's Militia in the area of Zolote-5, Luhansk. A child was wounded, three residential houses and a functioning school were damaged.",0,1563902435,UKR
5179330,524,NEP5372,5372,14/04/2019,2019,1,Protests,Peaceful protest,Protesters (Nepal),DPAN: Democratic Professors' Association Nepal; Teachers (Nepal),6,,,0,60,Southern Asia,Nepal,Central,Narayani,Chitwan,Bharatpur,27.6768,84.4359,1,Himalayan Times,National,"On April 14, Democratic Professors' Association Nepal protested in Rampur-based Agriculture and Forestry University of Bharatpur city (Chitwan district, Narayani), by locking the varsity and demanding stern action against students involved in smearing soot on Dean Ojha on April 04 2019. [size=no report]",0,1557838714,NPL
5415911,760,SYR58778,58778,13/04/2019,2019,1,Battles,Armed clash,Military Forces of Israel (2009-),,8,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Iran (1989-); Militia (Pro-Iran),1,18,Middle East,Syria,Hama,Masyaf,Masyaf,Baath Vanguards Camp,35.0997,36.3961,1,The Syrian Observatory for Human Rights; Liveuamap; Shaam News Network,Other-National,"On 13 April 2019, Israeli warplanes struck the accounting school in the city of Masyaf, a missile development center in the village of Zawi, and the al-Tala'ee training camp in the village of Sheikh Ghadban in the Masyaf countryside. The strikes, which triggered Syrian air defenses, killed and wounded 17 regime, Iranian, and pro-Syrian and pro-Iranian troops. Fatalities coded to 9 (half of 17, rounded up) and split evenly between the three events.",3,1561470734,SYR
5415909,760,SYR58776,58776,13/04/2019,2019,1,Battles,Armed clash,Military Forces of Israel (2009-),,8,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Iran (1989-); Militia (Pro-Iran),1,18,Middle East,Syria,Hama,Masyaf,Jeb Ramleh,Zawi - Zawyeh,35.1616,36.3391,1,The Syrian Observatory for Human Rights; Liveuamap,Other,"On 13 April 2019, Israeli warplanes struck the accounting school in the city of Masyaf, a missile development center in the village of Zawi, and the al-Tala'ee training camp in the village of Sheikh Ghadban in the Masyaf countryside. The strikes, which triggered Syrian air defenses, killed and wounded 17 regime, Iranian, and pro-Syrian and pro-Iranian troops. Fatalities coded to 9 (half of 17, rounded up) and split evenly between the three events.",3,1561470734,SYR
5415910,760,SYR58777,58777,13/04/2019,2019,1,Battles,Armed clash,Military Forces of Israel (2009-),,8,Military Forces of Syria (2000-),Militia (Pro-Government); Military Forces of Iran (1989-); Militia (Pro-Iran),1,18,Middle East,Syria,Hama,Masyaf,Masyaf,Masyaf,35.0662,36.3421,1,The Syrian Observatory for Human Rights; Liveuamap; Shaam News Network,Other-National,"On 13 April 2019, Israeli warplanes struck the accounting school in the city of Masyaf, a missile development center in the village of Zawi, and the al-Tala'ee training camp in the village of Sheikh Ghadban in the Masyaf countryside. The strikes, which triggered Syrian air defenses, killed and wounded 17 regime, Iranian, and pro-Syrian and pro-Iranian troops. Fatalities coded to 9 (half of 17, rounded up) and split evenly between the three events.",3,1561470734,SYR
5588050,50,BGD14898,14898,13/04/2019,2019,1,Riots,Mob violence,Rioters (Bangladesh),,5,,,0,50,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,Daily Observer (Bangladesh),National,"On April 13, unidentified rioters set a stage on fire - which was prepared for a concert to celebrate Pahela Baishakh at Dhaka University (Shahbagh). They also vandalised other equipment. [size=100-150]",0,1563366745,BGD
5130112,643,RUS2159,2159,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (Russia),KPRF: Communist Party of the Russian Federation,6,,,0,60,Europe,Russia,Perm Krai,Perm Municipality,,Perm,58.0174,56.2855,1,KPRF,National,"On April 13, around 200 people took part in an authorized protest organized by the KPRF in Perm in opposition to the plans to reform the district school system. No incidents were reported. [size=200]",0,1555422758,RUS
5131167,710,SAF10964,10964,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (South Africa),,6,,,0,60,Southern Africa,South Africa,Gauteng,Ekurhuleni,Ekurhuleni,Germiston,-26.2167,28.1833,1,Bedford View,Subnational,13 April. Saheti School learners demonstrated at the school in order to create awareness for environmental issues. [size=no report].,0,1555958740,ZAF
5278748,434,LBY7819,7819,13/04/2019,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,West,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Airwars; Libya Observer; Twitter,Other-National,"On April 13, the LNA air force targeted the Sadawi camp and also struck a school in Ayn Zarah. Total casualties rose to 121 killed and 561 wounded since April 3rd - 75 coded over April 3rd-12th; remaining 46 spread across events on April 13th.",5,1561469180,LBY
5588057,50,BGD14905,14905,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Journalists (Bangladesh); BCL: Bangladesh Chhatra League; Students (Bangladesh); Women (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka,23.7104,90.4074,2,Financial Express (Bangladesh),National,"On April 13, Women Journalists' Forum, Chhatra Union, Eden college unit of Bangladesh Chhatra League, Bangladesh Udichi Shilpigosthi formed a human chain in Dhaka - demanding justice for the Feni Madrassa girl, who was murdered after lodging a complaint against the Principal for sexually harassing her. [size=no report]",0,1563366745,BGD
5588051,50,BGD14899,14899,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh); Teachers (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,1,Dhaka Tribune,National,"On April 13, students and teachers of Barisal University staged a protest demonstration on campus in Barisal city demanding removal of VC university. The protests have been going since March 17 when VC made inappropriate remarks regarding students. [size=no report]",0,1563366745,BGD
5609780,586,PAK48731,48731,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),PSF: Progressive Students Federation; Students (Pakistan); AWP: Awami Workers Party,6,,,0,60,Southern Asia,Pakistan,Federal Capital Territory,Islamabad,Islamabad,Islamabad,33.7214,73.0432,1,Nation (Pakistan); Daily Times (Pakistan),National,"On April 13, members of political parties including AWP and civil society members along with students from various university led by Progressive Students Federation (PRSF) staged a march culminating in front of the National Press Club in Islamabad city (Islamabad, Federal Capital Territory), to mark the second death anniversary of student activist Mashal Khan and to demand immediate restoration of student unions. [size=large]",0,1563366791,PAK
5609781,586,PAK48732,48732,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (Pakistan),Students (Pakistan); Government of Pakistan (2018-),6,,,0,60,Southern Asia,Pakistan,Khyber Pakhtunkhwa,Haripur,Haripur,Haripur,34.0011,72.9372,1,Dawn (Pakistan),National,"On April 13, students of government boys primary school joined by nazims (governors) and councillors of different neighbourhood councils of Khalabat Township staged a rally in Haripur city (Haripur, KP), to urge parents to enroll their children to school, as part of the government's student enrollment campaign. [size=no report]",0,1563366791,PAK
5604516,356,IND52334,52334,13/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,West Bengal,Nadia,Nakashipara,Bethuadahari,23.5989,88.3977,1,Telegraph (India),National,"On April 13, locals protested and blocked for one hour a road adjacent to a school in Bethuadahari village in Krishnanagar area (Nadia, West Bengal), after a 10-year old boy died after a car hit him. [size=no report]",0,1563366778,IND
5126753,120,CAO2178,2178,12/04/2019,2019,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Cameroon),,3,Civilians (Cameroon),Students (Cameroon),7,37,Middle Africa,Cameroon,Ouest,Menoua,Fongo-Tongo,Fongo-Tongo,5.5124,9.9919,2,Cameroon Online,National,12 April. A group of 6 secondary school children are abducted in Fongo-Tongo area of Menoua by an unidentified armed group.,0,1555346747,CMR
5415989,760,SYR58869,58869,12/04/2019,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Idleb,Idleb,Idleb,Idleb,35.929,36.6353,1,The Syrian Observatory for Human Rights; Liveuamap,Other,"On 12 April 2019, an IED exploded in the university (al-Jama'a) area of Idleb city, injuring a civilian. No fatalities were reported.",0,1561470734,SYR
5128759,887,YEM30494,30494,12/04/2019,2019,1,Explosions/Remote violence,Shelling/artillery/missile attack,National Resistance Forces,,3,,,0,30,Middle East,Yemen,Al Hudaydah,Al Hali,,Al Hudaydah-Kilu 16,14.7979,43.0789,1,Twitter,Other,"On 12 April, anti-Houthi forces reportedly fired mortar shells at Ash Sharaf school in Kilu 16 area of Al Hali district, northeast of Al Hudaydah city, western Yemen. No fatalities nor injuries reported.",0,1555367768,YEM
5588047,50,BGD14895,14895,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,1,New Age (Bangladesh),National,"On April 12, students of Barisal University staged a protest demonstration on campus in Barisal - demanding resignation of the Vice Chancellor. The agitation entered in to 17th day since it begun. [size=no report]",0,1563366745,BGD
5588049,50,BGD14897,14897,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Tangail,Tangail,Tangail,24.2498,89.9166,1,Dhaka Tribune,National,"On April 12, school and college students in Tangail formed a human chain at the Nirala intersection of Tangail town protesting against the madrassa girl murder and demanding punishment for those involved. [size=no report]",0,1563366745,BGD
5602618,356,IND50424,50424,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,NCT of Delhi,New Delhi,,Delhi-New Delhi,28.6357,77.2244,1,Hindustan Times,National,"On 12 April, scores of students from various schools across the city demonstrated outside the Union ministry of environment forest and climate change in Delhi (NCT of Delhi) to oppose climate change. The demonstration is part of the 'Fridays for Future' movement to demonstrate against the inaction of governments to stem climate change. [size=scores]",0,1563366776,IND
5602624,356,IND50430,50430,12/04/2019,2019,2,Protests,Peaceful protest,Protesters (India),Teachers (India),6,,,0,60,Southern Asia,India,Punjab,Ludhiana,Jagraon,Jagraon,30.7878,75.4739,1,Chandigarh Tribune,Subnational,"Between 6 April and 12 April, LR DAV College teachers held a dharna at the school in Jagraon town (Ludhiana, Punjab) to demand payment of salaries for the past five months. [size=no report]",0,1563366776,IND
5602635,356,IND50441,50441,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),,6,,,0,60,Southern Asia,India,Odisha,Balasore,Bhograi,Bhograi,21.6558,87.3553,2,Orissa TV,National,"On 12 April, villagers held a protest at Janardhan High School in Barbatia village under Bhogarai block in Balasore (Odisha) against the headmaster and physical education teacher of the school for torturing and misbehaving with girl students. [size=no report]",0,1563366776,IND
5130793,854,BFO1630,1630,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (Burkina Faso),Students (Burkina Faso),6,,,0,60,Western Africa,Burkina Faso,Centre,Kadiogo,Koubri,Koubri,12.1872,-1.3997,1,L'Observateur Paalga,National,"On April 12, a power outage at a high school in Koubri triggered a protest by students from several schools with demands for an exam center in the town, the students prevented traffic access to the main road for hours.[size=no report]",0,1555958739,BFA
5604510,356,IND52328,52328,12/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India),6,,,0,60,Southern Asia,India,Assam,Barpeta,Bajali,Pathsala,26.512,91.1801,1,Time8,Subnational,"On April 12, students of Bajali College staged a protest in the campus in Pathsala city (Barpeta, Assam), against the anomalies in the degree of the fifth-semester students, given by the Guwahati university. [size=around 10/picture]",0,1563366778,IND
5559806,384,CDI1874,1874,12/04/2019,2019,1,Riots,Mob violence,Rioters (Ivory Coast),Abbey Ethnic Group (Ivory Coast),5,Rioters (Ivory Coast),Malinke Ethnic Group (Ivory Coast),5,55,Western Africa,Ivory Coast,Agneby-Tiassa,Agboville,Agboville,Agboville,5.9342,-4.2214,1,Conseil National des Droits de l'Homme; Koaci News,National,"On April 12, following the beating of an Abbey highschool student the day before, clashes betwen Abbeys and Malinkes were reported in Agboville and left ""many"" injured. The source also mentions destruction of goods and shops. [size=no report]",0,1563305267,CIV
5602584,356,IND50390,50390,11/04/2019,2019,1,Riots,Mob violence,Rioters (India),TMC: Trinamool Congress Party,5,Rioters (India),BJP: Bharatiya Janata Party,5,55,Southern Asia,India,West Bengal,Cooch Behar,Dinhata,Dinhata,26.1291,89.4695,2,Kalimpong News; News 18 (India),Subnational-National,"On April 11, clashes broke out between BJP and TMC in Rashamanta High School in Dinhata II block area (Cooch Behar, West Bengal), during the first day of the Parliamentary elections. The polling was stopped for half an hour. [size=no report]",0,1563366776,IND
5127129,566,NIG14413,14413,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Nigeria),Health Workers (Nigeria),6,,,0,60,Western Africa,Nigeria,Rivers,Port-Harcourt,,Port Harcourt,4.7774,7.0134,1,New Telegraph,National,11 April. Doctors of the Rivers State University Teaching Hospital protested the non-payment of their salaries at the state house in Port Harcourt. [size=no report],0,1555346747,NGA
5333468,788,TUN5206,5206,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Tunisia),Students (Tunisia),6,,,0,60,Northern Africa,Tunisia,Sousse,Sousse Medina,,Sousse,35.8254,10.637,1,Al Chourouk; Tunisie Numerique,National,"On 11 April 2019, students at the the University of Sousse held a protest in front of the university's headquarters to demand the right to pass the exams of the first and second semesters. [size=no report]",0,1561469366,TUN
5128739,887,YEM30474,30474,11/04/2019,2019,1,Violence against civilians,Attack,Unidentified Armed Group (Yemen),,3,Civilians (Yemen),Teachers (Yemen),7,37,Middle East,Yemen,Dhamar,Dhamar City,,Dhamar,14.5427,44.4052,1,Aden al Ghad,National,11 April 2019: Unidentified gunmen on a motorcycle shot and killed a university professor and injured his young child in Dhamar city.,1,1555367768,YEM
5588033,50,BGD14881,14881,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,2,Dhaka Tribune,National,"On April 11, students of Barisal university staged a protest demonstration by blocking the Barisal-Kuakata highway (Barisal), demanding exemplary punishment for the culprits of Feni madrassa girl murder. [size=no report]",0,1563366745,BGD
5588035,50,BGD14883,14883,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Barisal,Barisal,Barisal,Barisal,22.705,90.3701,1,New Age (Bangladesh),National,"On April 11, students of Barisal University blocked Barisal-Kuakata highway in Barisal city demanding resignation of Vice Chancellor. The agitation entered the 16th day since it begun. [size=no report]",0,1563366745,BGD
5588038,50,BGD14886,14886,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Ramna,23.7333,90.4,1,United News of Bangladesh,National,"On April 11, students of Dhaka University under the banner of Bangladesh General Students' Rights Protection took out a protest rally and formed a human chain at Central Shaheed Minar in Ramna, demanding exemplary punishment for the culprits of Feni madrassa grill murder. [size=hundreds]",0,1563366745,BGD
5588034,50,BGD14882,14882,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (Bangladesh),Students (Bangladesh),6,,,0,60,Southern Asia,Bangladesh,Dhaka,Dhaka,Dhaka,Dhaka-Shahbagh,23.7406,90.3943,1,United News of Bangladesh,National,"On April 11, students of Dhaka University staged a protest demonstration outside Raju Memorial Sculpture and the Central Library on campus in Shahbagh (Dhaka city), demanding exemplary punishment for the culprits of Feni madrassa grill murder. [size=no report]",0,1563366745,BGD
5602602,356,IND50408,50408,11/04/2019,2019,1,Riots,Mob violence,Rioters (India),INC: Indian National Congress,5,Rioters (India),BJP: Bharatiya Janata Party,5,55,Southern Asia,India,Assam,Jorhat,Jorhat,Jorhat,26.7456,94.2045,1,Telegraph (India),National,"On April 11, supporters of the Congress and the BJP clashed in Kachariparia LP School booth, in Jorhat city (Jorhat, Assam), during the first phase of the Parliamentary elections. The Congress supporters objected to a Municipal Board ward member, from the BJP, serving aerated drinks to voters in the queue, leading to an altercation. [size=no report]",0,1563366776,IND
5602579,356,IND50385,50385,11/04/2019,2019,1,Protests,Peaceful protest,Protesters (India),Students (India); Teachers (India),6,,,0,60,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,News 18 (India),National,"On April 11, hundreds of students and teachers of Presidency University marched for five kilometres in Kolkata city (Kolkata, West Bengal), condemning the vandalism in the university led by TMC workers, on April 10. [size=hundreds]",0,1563366776,IND
